System,Current_Periods,Gap_Start,Gap_End,Suggested_Periods,Confidence_Level,Quality_Score
"Kepler-271",5.2497;7.4109;10.4355,7.4109,10.4355,11.1163,MEDIUM,7.06
"HD 66428",2269.8173;10478.8444,2269.8173,10478.8444,4539.6345;9079.2690,MEDIUM,8.83
"K2-32",4.3493;8.9920;20.6609;31.7170,4.3493,8.9920,8.6987,HIGH,4.49
"K2-32",4.3493;8.9920;20.6609;31.7170,8.9920,20.6609,13.4880;20.2320,HIGH,5.21
"K2-32",4.3493;8.9920;20.6609;31.7170,20.6609,31.7170,30.9914,HIGH,5.17
"TOI-286",4.5117;39.3618,4.5117,39.3618,9.0234;18.0469;36.0938,MEDIUM,8.97
"HD 11964",37.9100;1945.0000,37.9100,1945.0000,75.8200;151.6400;303.2800;606.5600;1213.1200,HIGH,6.00
"Kepler-101",3.4877;6.0298,3.4877,6.0298,5.8128,HIGH,7.67
"Kepler-383",12.9045;31.2008,12.9045,31.2008,17.2060;22.9414;30.5885,MEDIUM,6.95
"HD 73526",188.3000;379.1000,188.3000,379.1000,376.6000,HIGH,3.13
"Kepler-215",9.3607;14.6671;30.8644;68.1610,9.3607,14.6671,14.0410,MEDIUM,6.23
"Kepler-215",9.3607;14.6671;30.8644;68.1610,14.6671,30.8644,29.3342,MEDIUM,5.41
"Kepler-215",9.3607;14.6671;30.8644;68.1610,30.8644,68.1610,46.2966,HIGH,6.42
"Kepler-783",4.2926;7.0540,4.2926,7.0540,7.1544,HIGH,6.50
"HR 8799",20815.6000;37000.0000;69000.0000;170000.0000,20815.6000,37000.0000,27754.1333,MEDIUM,7.71
"HR 8799",20815.6000;37000.0000;69000.0000;170000.0000,37000.0000,69000.0000,49333.3333;65777.7778,MEDIUM,7.67
"HR 8799",20815.6000;37000.0000;69000.0000;170000.0000,69000.0000,170000.0000,92000.0000;122666.6667;163555.5556,MEDIUM,7.44
"TOI-1272",3.3160;8.6811,3.3160,8.6811,4.9740;7.4610,MEDIUM,9.06
"Kepler-750",4.0890;9.4289,4.0890,9.4289,6.1335;9.2002,HIGH,5.33
"Kepler-656",1.2603;5.2545,1.2603,5.2545,2.5205;5.0410,HIGH,4.38
"Kepler-223",7.3845;9.8456;14.7887;19.7257,7.3845,9.8456,14.7690,HIGH,4.50
"Kepler-223",7.3845;9.8456;14.7887;19.7257,9.8456,14.7887,14.7685,HIGH,4.07
"Kepler-223",7.3845;9.8456;14.7887;19.7257,14.7887,19.7257,29.5774,HIGH,4.52
"K2-19",2.5081;7.9222;11.8993,2.5081,7.9222,3.3441;4.4588;5.9451,MEDIUM,7.71
"K2-19",2.5081;7.9222;11.8993,7.9222,11.8993,11.8833,HIGH,4.07
"K2-58",2.5373;7.0525;22.8827,2.5373,7.0525,4.2288;7.0479,MEDIUM,6.82
"K2-58",2.5373;7.0525;22.8827,7.0525,22.8827,9.4034;12.5378;16.7171;22.2895,MEDIUM,7.23
"HD 187123",3.0966;3810.0000,3.0966,3810.0000,6.1932;12.3863;24.7727;49.5453;99.0906;198.1813;396.3626;792.7252;1585.4504;3170.9008,HIGH,4.84
"HD 140901",9.0238;14386.0000,9.0238,14386.0000,18.0476;36.0951;72.1902;144.3805;288.7610;577.5219;1155.0438;2310.0877;4620.1754;9240.3507,HIGH,6.25
"Kepler-79",13.4845;27.4029;52.0902;81.0659,13.4845,27.4029,26.9690,HIGH,3.60
"Kepler-79",13.4845;27.4029;52.0902;81.0659,27.4029,52.0902,54.8058,MEDIUM,5.28
"Kepler-79",13.4845;27.4029;52.0902;81.0659,52.0902,81.0659,78.1353,HIGH,5.88
"Kepler-1038",7.1277;148.4603,7.1277,148.4603,14.2553;28.5106;57.0213;114.0426,MEDIUM,7.45
"K2-111",5.3518;15.6805,5.3518,15.6805,10.7036,HIGH,5.67
"HATS-59",5.4161;1422.0000,5.4161,1422.0000,10.8322;21.6643;43.3286;86.6573;173.3146;346.6292;693.2584;1386.5167,HIGH,3.47
"DMPP-1",2.8820;5.5160;6.5840;18.5700,2.8820,5.5160,5.7640,MEDIUM,4.95
"DMPP-1",2.8820;5.5160;6.5840;18.5700,5.5160,6.5840,11.0320,MEDIUM,6.57
"DMPP-1",2.8820;5.5160;6.5840;18.5700,6.5840,18.5700,10.9733;18.2889,MEDIUM,7.31
"HD 153557",7.2990;15.2702;40654.6481,7.2990,15.2702,14.5981,MEDIUM,5.10
"HD 153557",7.2990;15.2702;40654.6481,15.2702,40654.6481,30.5404;61.0807;122.1614;244.3229;488.6458;977.2915;1954.5830;3909.1661;7818.3322;15636.6643;31273.3286,HIGH,5.78
"Kepler-180",13.8171;41.8858,13.8171,41.8858,27.6342,HIGH,5.02
"Kepler-399",14.4253;26.6757;58.0346,14.4253,26.6757,19.2337;25.6449,MEDIUM,7.37
"Kepler-399",14.4253;26.6757;58.0346,26.6757,58.0346,35.5676;47.4234,LOW,10.09
"TOI-4342",5.5382;10.6887,5.5382,10.6887,11.0765,HIGH,4.55
"Kepler-487",2.4184;15.3588;38.6520,2.4184,15.3588,3.6276;5.4414;8.1621;12.2431,MEDIUM,6.77
"Kepler-487",2.4184;15.3588;38.6520,15.3588,38.6520,20.4784;27.3045;36.4060,MEDIUM,7.99
"Kepler-605",2.3590;3.3835,2.3590,3.3835,3.5384,MEDIUM,6.19
"HD 115404 A",10.4949;15319.2252,10.4949,15319.2252,20.9898;41.9795;83.9590;167.9181;335.8362;671.6723;1343.3446;2686.6893;5373.3786;10746.7571,HIGH,5.99
"Kepler-1468",3.5455;8.2398;19.5906,3.5455,8.2398,5.3183;7.9774,HIGH,5.60
"Kepler-1468",3.5455;8.2398;19.5906,8.2398,19.5906,12.3598;18.5397,HIGH,6.39
"Kepler-259",8.1153;36.9249,8.1153,36.9249,12.1730;18.2595;27.3892,MEDIUM,6.48
"K2-154",3.6763;7.9549,3.6763,7.9549,4.9017;6.5356,LOW,9.91
"Kepler-1859",2.7296;3.5965,2.7296,3.5965,5.4592,HIGH,5.09
"Kepler-307",10.4208;13.0729,10.4208,13.0729,13.8944,MEDIUM,8.16
"Kepler-234",2.7115;7.2120,2.7115,7.2120,5.4230,HIGH,5.83
"Kepler-249",3.3065;7.1137;15.3685,3.3065,7.1137,4.4087;5.8783,LOW,9.72
"Kepler-249",3.3065;7.1137;15.3685,7.1137,15.3685,9.4849;12.6466,LOW,9.86
"Kepler-250",4.1481;7.1568;17.6483,4.1481,7.1568,6.9136,HIGH,7.56
"Kepler-250",4.1481;7.1568;17.6483,7.1568,17.6483,9.5424;12.7232;16.9643,MEDIUM,7.46
"TOI-125",4.6538;9.1506;19.9800,4.6538,9.1506,9.3076,HIGH,3.64
"TOI-125",4.6538;9.1506;19.9800,9.1506,19.9800,15.2510,MEDIUM,9.17
"TOI-663",2.5989;4.6956;7.1027,2.5989,4.6956,3.4652;4.6203,MEDIUM,6.58
"TOI-663",2.5989;4.6956;7.1027,4.6956,7.1027,7.0433,HIGH,4.42
"TOI-904",10.8772;83.9997,10.8772,83.9997,16.3158;24.4737;36.7105;55.0658;82.5987,HIGH,5.28
"EPIC 212297394",2.2894;5.2140,2.2894,5.2140,3.4340;5.1511,HIGH,4.91
"Kepler-295",12.6452;21.5263;33.8841,12.6452,21.5263,21.0753,HIGH,6.87
"Kepler-295",12.6452;21.5263;33.8841,21.5263,33.8841,32.2894,MEDIUM,6.47
"Kepler-262",13.0609;21.8537,13.0609,21.8537,21.7681,HIGH,6.00
"TOI-4600",82.6869;482.8191,82.6869,482.8191,110.2492;146.9989;195.9986;261.3314;348.4419;464.5892,MEDIUM,7.55
"HD 141399",94.4400;201.9900;1069.8000;5000.0000,94.4400,201.9900,125.9200;167.8933,LOW,9.52
"HD 141399",94.4400;201.9900;1069.8000;5000.0000,201.9900,1069.8000,403.9800;807.9600,HIGH,5.26
"HD 141399",94.4400;201.9900;1069.8000;5000.0000,1069.8000,5000.0000,2139.6000;4279.2000,MEDIUM,7.68
"LHS 1140",3.7779;24.7372,3.7779,24.7372,5.6669;8.5004;12.7505;19.1258,MEDIUM,8.92
"HAT-P-2",5.6335;8500.0000,5.6335,8500.0000,11.2670;22.5341;45.0681;90.1363;180.2725;360.5450;721.0900;1442.1800;2884.3601;5768.7202,HIGH,3.84
"K2-316",1.1330;5.2600,1.1330,5.2600,2.2660;4.5320,MEDIUM,7.81
"TOI-1062",4.1130;7.9720,4.1130,7.9720,8.2259,HIGH,4.34
"Kepler-896",29.5423;144.5474,29.5423,144.5474,59.0845;118.1690,MEDIUM,7.41
"Kepler-132",6.1782;6.4149;18.0102;110.2869,6.1782,6.4149,12.3564,HIGH,5.22
"Kepler-132",6.1782;6.4149;18.0102;110.2869,6.4149,18.0102,10.6915;17.8192,MEDIUM,7.16
"Kepler-132",6.1782;6.4149;18.0102;110.2869,18.0102,110.2869,36.0204;72.0408,HIGH,4.85
"Kepler-607",0.6382;39.6768,0.6382,39.6768,1.2763;2.5527;5.1053;10.2106;20.4212,HIGH,3.78
"HD 48948",7.3401;38.0600;151.9200,7.3401,38.0600,11.0102;16.5153;24.7729;37.1594,HIGH,5.38
"HD 48948",7.3401;38.0600;151.9200,38.0600,151.9200,76.1200,HIGH,3.41
"Kepler-1090",42.4272;198.6802,42.4272,198.6802,84.8544;169.7088,MEDIUM,7.75
"Kepler-299",2.9271;6.8859;15.0548;38.2855,2.9271,6.8859,4.3907;6.5860,HIGH,6.02
"Kepler-299",2.9271;6.8859;15.0548;38.2855,6.8859,15.0548,11.4765,MEDIUM,9.11
"Kepler-299",2.9271;6.8859;15.0548;38.2855,15.0548,38.2855,25.0913,MEDIUM,8.16
"K2-395",4.8034;8.4913,4.8034,8.4913,8.0056,MEDIUM,8.83
"Kepler-1894",2.7627;5.0537,2.7627,5.0537,3.6835;4.9114,MEDIUM,7.00
"Kepler-247",3.3362;9.4395;20.4779,3.3362,9.4395,5.5603;9.2671,MEDIUM,7.42
"Kepler-247",3.3362;9.4395;20.4779,9.4395,20.4779,12.5859;16.7812,LOW,10.00
"Kepler-320",8.3716;17.9349,8.3716,17.9349,11.1621;14.8828,LOW,9.57
"WASP-8",8.1587;4323.0000,8.1587,4323.0000,16.3174;32.6349;65.2698;130.5395;261.0790;522.1581;1044.3162;2088.6323;4177.2646,HIGH,3.55
"Kepler-1649",8.6891;19.5353,8.6891,19.5353,13.0336,HIGH,5.54
"TOI-1836",1.7727;20.3808,1.7727,20.3808,2.6591;3.9887;5.9830;8.9745;13.4618;20.1927,HIGH,5.20
"TOI-1294",3.9153;159.9000,3.9153,159.9000,5.8729;8.8094;13.2141;19.8212;29.7317;44.5976;66.8964;100.3447;150.5170,HIGH,5.82
"Kepler-208",4.2286;7.4666;11.1318;16.2595,4.2286,7.4666,7.0477,MEDIUM,8.77
"Kepler-208",4.2286;7.4666;11.1318;16.2595,7.4666,11.1318,11.1999,HIGH,4.30
"Kepler-208",4.2286;7.4666;11.1318;16.2595,11.1318,16.2595,16.6977,HIGH,5.31
"Kepler-653",0.9004;14.7075,0.9004,14.7075,1.8008;3.6015;7.2030;14.4060,HIGH,3.52
"HD 18143",10.2851;28982.4176,10.2851,28982.4176,20.5702;41.1404;82.2808;164.5616;329.1232;658.2464;1316.4928;2632.9856;5265.9712;10531.9424;21063.8848,HIGH,6.24
"GJ 682",17.4780;57.3200,17.4780,57.3200,23.3040;31.0720;41.4293;55.2391,MEDIUM,7.45
"K2-170",7.5765;12.4000,7.5765,12.4000,12.6276,HIGH,6.70
"K2-63",20.2570;25.4556,20.2570,25.4556,27.0093,MEDIUM,8.08
"EPIC 206024342",0.9117;4.5076;14.6475,0.9117,4.5076,1.3676;2.0514;3.0771,HIGH,6.09
"EPIC 206024342",0.9117;4.5076;14.6475,4.5076,14.6475,6.0101;8.0134;10.6846;14.2461,MEDIUM,7.26
"Kepler-865",6.2092;14.1640,6.2092,14.1640,9.3138;13.9707,HIGH,4.96
"HD 133131 A",649.0000;3568.0000,649.0000,3568.0000,973.5000;1460.2500;2190.3750;3285.5625,MEDIUM,9.79
"Kepler-1530",2.5904;5.3227;9.2076,2.5904,5.3227,5.1809,HIGH,4.17
"Kepler-1530",2.5904;5.3227;9.2076,5.3227,9.2076,8.8712,HIGH,7.70
"Kepler-252",6.6684;10.8485,6.6684,10.8485,11.1140,HIGH,6.99
"TOI-178",1.9146;3.2384;6.5577;9.9619;15.2319;20.7095,1.9146,3.2384,3.1909,HIGH,6.54
"TOI-178",1.9146;3.2384;6.5577;9.9619;15.2319;20.7095,3.2384,6.5577,6.4769,HIGH,3.42
"TOI-178",1.9146;3.2384;6.5577;9.9619;15.2319;20.7095,6.5577,9.9619,9.8365,HIGH,4.64
"TOI-178",1.9146;3.2384;6.5577;9.9619;15.2319;20.7095,9.9619,15.2319,14.9428,HIGH,4.97
"TOI-178",1.9146;3.2384;6.5577;9.9619;15.2319;20.7095,15.2319,20.7095,30.4638,HIGH,5.49
"Kepler-318",4.6627;11.8150,4.6627,11.8150,9.3254,MEDIUM,7.58
"Kepler-647",16.2255;29.6663,16.2255,29.6663,21.6340;28.8453,MEDIUM,6.98
"Kepler-1542",2.8922;3.9512;5.1012;5.9927,2.8922,3.9512,5.7845,HIGH,5.73
"Kepler-1542",2.8922;3.9512;5.1012;5.9927,3.9512,5.1012,5.2682,HIGH,6.79
"Kepler-1542",2.8922;3.9512;5.1012;5.9927,5.1012,5.9927,10.2023,MEDIUM,7.35
"Kepler-261",10.3812;24.5709,10.3812,24.5709,15.5718;23.3578,HIGH,6.23
"Kepler-949",8.6893;20.9976,8.6893,20.9976,11.5857;15.4477;20.5969,MEDIUM,6.94
"TOI-216",17.1607;34.5255,17.1607,34.5255,34.3215,HIGH,3.10
"HR 858",3.5853;5.9739;11.2305,3.5853,5.9739,5.9755,HIGH,5.81
"HR 858",3.5853;5.9739;11.2305,5.9739,11.2305,11.9477,MEDIUM,5.80
"GJ 1061",3.2040;6.6890;13.0310,3.2040,6.6890,6.4080,MEDIUM,4.99
"GJ 1061",3.2040;6.6890;13.0310,6.6890,13.0310,13.3780,HIGH,4.10
"KOI-984",4.2882;21.5120,4.2882,21.5120,6.4323;9.6484;14.4726,HIGH,5.73
"K2-50",3.9615;8.7529,3.9615,8.7529,5.9423,HIGH,6.40
"K2-389",8.5840;20.8513,8.5840,20.8513,11.4454;15.2605;20.3474,MEDIUM,7.07
"Kepler-561",5.3502;58.3620,5.3502,58.3620,8.0252;12.0379;18.0568;27.0852;40.6278,MEDIUM,8.79
"Kepler-141",3.1077;7.0106,3.1077,7.0106,4.6615;6.9923,HIGH,4.59
"K2-43",2.1989;3.4711,2.1989,3.4711,3.2983,MEDIUM,6.62
"K2-398",6.3930;18.7878,6.3930,18.7878,12.7860,HIGH,5.52
"Kepler-143",16.0076;27.0825,16.0076,27.0825,26.6793,HIGH,6.56
"Kepler-326",2.2483;4.5804;6.7669,2.2483,4.5804,4.4967,HIGH,3.73
"Kepler-326",2.2483;4.5804;6.7669,4.5804,6.7669,6.8705,HIGH,4.75
"TOI-1410",1.2169;47.5600,1.2169,47.5600,2.4337;4.8675;9.7350;19.4699;38.9398,HIGH,5.73
"Kepler-241",12.7181;36.0660,12.7181,36.0660,21.1968;35.3280,MEDIUM,7.50
"Kepler-25",6.2383;12.7207;122.4000,6.2383,12.7207,12.4766,HIGH,3.78
"Kepler-25",6.2383;12.7207;122.4000,12.7207,122.4000,25.4414;50.8828;101.7656,HIGH,6.16
"Kepler-19",9.2870;28.7310;62.9500,9.2870,28.7310,11.6087;14.5109;18.1387;22.6733;28.3416,MEDIUM,8.96
"Kepler-19",9.2870;28.7310;62.9500,28.7310,62.9500,47.8850,MEDIUM,9.00
"Kepler-1086",18.7843;161.5163,18.7843,161.5163,37.5685;75.1370;150.2741,MEDIUM,9.32
"K2-282",0.7053;4.1698,0.7053,4.1698,1.4106;2.8212,HIGH,4.66
"TOI-1669",2.6801;500.0000,2.6801,500.0000,5.3601;10.7202;21.4404;42.8809;85.7617;171.5234;343.0468,HIGH,6.70
"Kepler-1052",34.8538;180.9217,34.8538,180.9217,52.2807;78.4211;117.6317;176.4475,HIGH,5.41
"K2-141",0.2803;7.7485,0.2803,7.7485,0.5606;1.1213;2.2426;4.4852,MEDIUM,8.26
"HD 215152",5.7600;7.2824;10.8650;25.1967,5.7600,7.2824,7.6800,MEDIUM,7.79
"HD 215152",5.7600;7.2824;10.8650;25.1967,7.2824,10.8650,10.9236,HIGH,4.27
"HD 215152",5.7600;7.2824;10.8650;25.1967,10.8650,25.1967,16.2975;24.4462,HIGH,5.52
"Kepler-444",3.6001;4.5459;6.1894;7.7435;9.7405,3.6001,4.5459,4.8001,MEDIUM,7.85
"Kepler-444",3.6001;4.5459;6.1894;7.7435;9.7405,4.5459,6.1894,9.0918,HIGH,5.56
"Kepler-444",3.6001;4.5459;6.1894;7.7435;9.7405,6.1894,7.7435,8.2525,MEDIUM,8.28
"Kepler-444",3.6001;4.5459;6.1894;7.7435;9.7405,7.7435,9.7405,10.3247,MEDIUM,8.03
"GJ 411",12.9394;2946.0000,12.9394,2946.0000,25.8788;51.7576;103.5152;207.0304;414.0608;828.1216;1656.2432,HIGH,5.92
"GJ 806",0.9263;6.6406,0.9263,6.6406,1.8526;3.7053,MEDIUM,8.21
"HD 50499",2447.1000;8619.9000,2447.1000,8619.9000,3670.6500;5505.9750;8258.9625,HIGH,5.84
"LP 890-9",2.7299;8.4575,2.7299,8.4575,3.4124;4.2655;5.3318;6.6648;8.3310,MEDIUM,8.99
"Kepler-255",1.0456;5.7146;9.9460,1.0456,5.7146,1.5684;2.3527;3.5290;5.2935,MEDIUM,9.91
"Kepler-255",1.0456;5.7146;9.9460,5.7146,9.9460,9.5243,MEDIUM,8.01
"GJ 667 C",7.2030;28.1400;39.0260;62.2400;256.2000,7.2030,28.1400,14.4060,HIGH,4.47
"GJ 667 C",7.2030;28.1400;39.0260;62.2400;256.2000,28.1400,39.0260,37.5200,MEDIUM,7.21
"GJ 667 C",7.2030;28.1400;39.0260;62.2400;256.2000,39.0260,62.2400,65.0433,MEDIUM,7.95
"GJ 667 C",7.2030;28.1400;39.0260;62.2400;256.2000,62.2400,256.2000,124.4800;248.9600,HIGH,3.94
"HD 51608",14.0726;95.9446,14.0726,95.9446,21.1089;31.6633;47.4950;71.2425,MEDIUM,6.30
"TOI-1266",10.8945;18.8027;32.5090,10.8945,18.8027,18.1575,HIGH,7.58
"TOI-1266",10.8945;18.8027;32.5090,18.8027,32.5090,31.3378,HIGH,7.67
"K2-148",4.3839;6.9226;9.7579,4.3839,6.9226,6.5759,MEDIUM,6.64
"K2-148",4.3839;6.9226;9.7579,6.9226,9.7579,10.3839,MEDIUM,7.01
"Kepler-445",2.9842;4.8712;8.1527,2.9842,4.8712,4.9736,HIGH,6.83
"Kepler-445",2.9842;4.8712;8.1527,4.8712,8.1527,8.1187,HIGH,6.01
"HIP 97166",10.2889;16.4320,10.2889,16.4320,17.1482,MEDIUM,7.89
"HD 87816",484.1700;7596.0000,484.1700,7596.0000,968.3400;1936.6800;3873.3600,HIGH,3.79
"Kepler-411",3.0052;7.8344;31.5097;58.0204,3.0052,7.8344,4.5077;6.7616,MEDIUM,9.20
"Kepler-411",3.0052;7.8344;31.5097;58.0204,7.8344,31.5097,15.6689;31.3377,HIGH,3.15
"Kepler-411",3.0052;7.8344;31.5097;58.0204,31.5097,58.0204,42.0130;56.0173,MEDIUM,7.23
"TOI-2202",11.9126;24.6744,11.9126,24.6744,23.8252,HIGH,4.58
"GJ 273",4.7234;18.6498,4.7234,18.6498,9.4468,HIGH,3.95
"K2-172",14.3169;29.6268,14.3169,29.6268,28.6339,HIGH,4.53
"HD 184010",286.6000;484.3000;836.4000,286.6000,484.3000,477.6667,HIGH,6.49
"HD 184010",286.6000;484.3000;836.4000,484.3000,836.4000,807.1667,HIGH,7.61
"Kepler-330",8.2598;15.9554,8.2598,15.9554,16.5196,HIGH,4.51
"K2-414",4.3696;6.6690,4.3696,6.6690,6.5544,HIGH,4.87
"Kepler-377",12.5095;27.0150,12.5095,27.0150,16.6794;22.2392,LOW,9.84
"Kepler-391",7.4168;20.4854,7.4168,20.4854,11.1251;16.6877,MEDIUM,7.83
"TOI-1246",4.3074;5.9041;18.6549;37.9255,4.3074,5.9041,8.6149,HIGH,5.90
"TOI-1246",4.3074;5.9041;18.6549;37.9255,5.9041,18.6549,7.8722;10.4962;13.9950,MEDIUM,7.71
"TOI-1246",4.3074;5.9041;18.6549;37.9255,18.6549,37.9255,37.3097,HIGH,3.63
"Kepler-202",4.0694;16.2825,4.0694,16.2825,8.1389;16.2777,HIGH,2.98
"Kepler-375",12.1259;19.9863,12.1259,19.9863,20.2099,HIGH,6.35
"HD 147873",116.5960;491.5400,116.5960,491.5400,233.1920;466.3840,HIGH,4.76
"KELT-6",7.8457;1276.0000,7.8457,1276.0000,15.6914;31.3828;62.7656;125.5312;251.0624;502.1248;1004.2496,HIGH,6.37
"HD 72659",3549.3985;18207.7210,3549.3985,18207.7210,5324.0978;7986.1467;11979.2201;17968.8301,HIGH,5.17
"Kepler-123",17.2324;26.6951,17.2324,26.6951,25.8485,HIGH,5.64
"LTT 3780",0.7684;12.2523,0.7684,12.2523,1.5368;3.0735;6.1470,HIGH,3.38
"Kepler-974",0.1769;4.1945,0.1769,4.1945,0.3538;0.7076;1.4151;2.8303,HIGH,4.14
"K2-138",2.3531;3.5600;5.4048;8.2615;12.7576;41.9680,2.3531,3.5600,3.5296,HIGH,4.43
"K2-138",2.3531;3.5600;5.4048;8.2615;12.7576;41.9680,3.5600,5.4048,5.3401,HIGH,4.61
"K2-138",2.3531;3.5600;5.4048;8.2615;12.7576;41.9680,5.4048,8.2615,8.1072,HIGH,4.95
"K2-138",2.3531;3.5600;5.4048;8.2615;12.7576;41.9680,8.2615,12.7576,12.3922,HIGH,5.47
"K2-138",2.3531;3.5600;5.4048;8.2615;12.7576;41.9680,12.7576,41.9680,17.0101;22.6801;30.2402;40.3203,MEDIUM,7.52
"WASP-132",1.0115;7.1335;1816.6000,1.0115,7.1335,2.0231;4.0461,MEDIUM,7.02
"WASP-132",1.0115;7.1335;1816.6000,7.1335,1816.6000,14.2670;28.5341;57.0681;114.1363;228.2725;456.5450;913.0901,HIGH,3.37
"GJ 180",17.1330;24.3290;106.3000,17.1330,24.3290,25.6995,MEDIUM,6.67
"GJ 180",17.1330;24.3290;106.3000,24.3290,106.3000,32.4387;43.2516;57.6687;76.8917;102.5222,MEDIUM,7.48
"HD 12235",4.3631;36336.7068,4.3631,36336.7068,8.7261;17.4522;34.9044;69.8088;139.6176;279.2352;558.4704;1116.9408;2233.8816;4467.7632;8935.5264;17871.0528;35742.1056,HIGH,3.35
"Kepler-224",3.1329;5.9250;11.3494;18.6436,3.1329,5.9250,6.2658,MEDIUM,5.52
"Kepler-224",3.1329;5.9250;11.3494;18.6436,5.9250,11.3494,11.8500,MEDIUM,4.91
"Kepler-224",3.1329;5.9250;11.3494;18.6436,11.3494,18.6436,18.9157,HIGH,6.52
"Kepler-953",9.1097;88.4066,9.1097,88.4066,18.2193;36.4387;72.8774,HIGH,6.37
"HD 24040",515.4000;3668.0000,515.4000,3668.0000,773.1000;1159.6500;1739.4750;2609.2125,MEDIUM,7.68
"HD 160691",9.6392;307.9000;645.0000;3947.0000,9.6392,307.9000,19.2784;38.5568;77.1136;154.2272,HIGH,3.34
"HD 160691",9.6392;307.9000;645.0000;3947.0000,307.9000,645.0000,615.8000,MEDIUM,5.17
"HD 160691",9.6392;307.9000;645.0000;3947.0000,645.0000,3947.0000,1290.0000;2580.0000,HIGH,4.83
"HD 159243",12.6200;248.4000,12.6200,248.4000,25.2400;50.4800;100.9600;201.9200,HIGH,5.42
"GJ 317",695.6900;6500.0000,695.6900,6500.0000,1391.3800;2782.7600;5565.5200,MEDIUM,6.83
"Proxima Cen",5.1234;11.1846,5.1234,11.1846,8.5390,MEDIUM,9.18
"K2-233",2.4676;7.0602;24.3681,2.4676,7.0602,4.1126;6.8544,MEDIUM,7.80
"K2-233",2.4676;7.0602;24.3681,7.0602,24.3681,10.5904;15.8855;23.8283,HIGH,5.32
"GJ 3512",203.1090;2354.0000,203.1090,2354.0000,304.6635;456.9952;685.4929;1028.2393;1542.3590;2313.5385,HIGH,5.32
"TOI-942",4.3242;10.1563,4.3242,10.1563,6.4863;9.7295,HIGH,5.96
"HD 15906",10.9247;21.5833,10.9247,21.5833,21.8494,HIGH,3.41
"TOI-880",2.5757;6.3873,2.5757,6.3873,3.4343;4.5790;6.1054,MEDIUM,7.60
"TOI-1346",1.7623;5.5026,1.7623,5.5026,2.3497;3.1329;4.1772,MEDIUM,8.00
"K2-199",3.2254;7.3745,3.2254,7.3745,4.8381;7.2571,HIGH,5.04
"Kepler-462",84.6866;207.6200,84.6866,207.6200,112.9155;150.5540;200.7386,MEDIUM,7.31
"HIP 67851",89.2300;3128.4100,89.2300,3128.4100,178.4600;356.9200;713.8400;1427.6800;2855.3600,MEDIUM,7.47
"Kepler-285",2.6339;6.1867,2.6339,6.1867,3.9508;5.9262,HIGH,5.97
"K2-37",4.4412;6.4290;14.0919,4.4412,6.4290,6.6618,HIGH,5.75
"K2-37",4.4412;6.4290;14.0919,6.4290,14.0919,10.7151,MEDIUM,8.98
"Kepler-1834",0.7667;4.6030,0.7667,4.6030,1.5334;3.0668,HIGH,4.19
"Kepler-263",16.5681;47.3328,16.5681,47.3328,27.6135;46.0225,MEDIUM,7.75
"Kepler-1143",2.8889;210.6306,2.8889,210.6306,5.7778;11.5556;23.1112;46.2225;92.4450;184.8899,HIGH,6.26
"TOI-270",3.3602;5.6606;11.3796,3.3602,5.6606,5.6003,HIGH,6.34
"TOI-270",3.3602;5.6606;11.3796,5.6606,11.3796,11.3211,HIGH,3.06
"TOI-2015",3.3482;5.5828,3.3482,5.5828,5.5804,HIGH,5.82
"CoRoT-7",0.8536;3.6980;8.9660,0.8536,3.6980,1.1381;1.5175;2.0233;2.6978;3.5970,MEDIUM,7.33
"CoRoT-7",0.8536;3.6980;8.9660,3.6980,8.9660,4.9307;6.5742;8.7656,MEDIUM,7.02
"CoRoT-24",5.1134;11.7590,5.1134,11.7590,7.6701;11.5052,HIGH,5.24
"Kepler-495",3.4130;5.8966,3.4130,5.8966,5.6884,HIGH,7.63
"Kepler-314",2.4611;5.9604,2.4611,5.9604,3.2814;4.3752;5.8336,MEDIUM,6.99
"TOI-1694",3.7701;393.1000,3.7701,393.1000,5.6552;8.4827;12.7241;19.0862;28.6293;42.9439;64.4158;96.6237;144.9356;217.4034;326.1051,MEDIUM,6.64
"Kepler-712",21.0225;226.8905,21.0225,226.8905,42.0450;84.0899;168.1798,HIGH,5.00
"Kepler-716",3.9700;10.3717,3.9700,10.3717,5.9550;8.9325,MEDIUM,9.13
"Kepler-36",13.8682;16.2187,13.8682,16.2187,20.8024,MEDIUM,9.17
"LTT 1445 A",3.1239;5.3588,3.1239,5.3588,5.2065,HIGH,7.26
"HD 203387",512.5352;2481.0723,512.5352,2481.0723,1025.0704;2050.1408,MEDIUM,7.05
"HU Aqr",2390.0000;4368.0000,2390.0000,4368.0000,3186.6667;4248.8889,MEDIUM,6.97
"KOI-12",17.8552;2500.0000,17.8552,2500.0000,35.7104;71.4207;142.8415;285.6829;571.3658;1142.7316;2285.4633,HIGH,6.80
"WASP-18",0.9415;2.1558,0.9415,2.1558,1.4122;2.1183,HIGH,5.09
"TOI-2095",17.6648;28.1723,17.6648,28.1723,29.4414,MEDIUM,7.96
"K2-157",0.3653;25.9420;66.5000,0.3653,25.9420,0.7305;1.4610;2.9221;5.8441;11.6882;23.3765,HIGH,6.89
"K2-157",0.3653;25.9420;66.5000,25.9420,66.5000,32.4275;40.5344;50.6680;63.3350,MEDIUM,9.50
