system_name,planet_name,period_days
TOI-1273,TOI-1273 b,4.631296
Kepler-167,Kepler-167 b,4.3931539
Kepler-138,Kepler-138 e,38.23
Kepler-125,Kepler-125 c,5.774464
Kepler-267,Kepler-267 d,28.464515
GJ 3988,GJ 3988 b,6.9442
Kepler-569,Kepler-569 b,34.18890521
Kepler-751,Kepler-751 b,17.44490636
Kepler-1482,Kepler-1482 b,12.25383217
Kepler-1781,Kepler-1781 b,4.88752985
TOI-431,TOI-431 c,4.8494
Kepler-332,Kepler-332 b,7.626324
Kepler-508,Kepler-508 b,25.30889748
Kepler-1896,Kepler-1896 b,44.87020111
KOI-1599,KOI-1599.02,13.6088
Kepler-481,Kepler-481 b,10.06082567
Kepler-1005,Kepler-1005 b,6.49801525
K2-22,K2-22 b,0.381073
Kepler-1322,Kepler-1322 b,0.962867382
Kepler-1300,Kepler-1300 b,22.2419092
K2-104,K2-104 b,1.9741954
WASP-167,WASP-167 b,2.0219596
Kepler-888,Kepler-888 b,70.6979061
K2-54,K2-54 b,9.7833
Kepler-401,Kepler-401 c,47.318218
HD 76920,HD 76920 b,415.891
Kepler-920,Kepler-920 b,6.53192704
Kepler-1731,Kepler-1731 b,21.76129913
Kepler-1438,Kepler-1438 b,2.31942009
K2-390,K2-390 b,3.312792
Kepler-336,Kepler-336 b,2.024823
Kepler-788,Kepler-788 b,8.39846269
Kepler-1225,Kepler-1225 b,7.01075434
Kepler-19,Kepler-19 b,9.28699
Kepler-440,Kepler-440 b,101.11141
Kepler-1937,Kepler-1937 b,9.688599586
Kepler-335,Kepler-335 b,6.562331
Kepler-1035,Kepler-1035 b,2.714077555
BD-17 63,BD-17 63 b,655.57
Kepler-1301,Kepler-1301 b,9.08237046
TOI-4364,TOI-4364 b,5.424019
GJ 433,GJ 433 d,36.059
Pr0211,Pr0211 b,2.1461
Kepler-1423,Kepler-1423 b,23.955378
Kepler-1797,Kepler-1797 b,23.3593998
Kepler-1909,Kepler-1909 b,2.391609907
Kepler-111,Kepler-111 c,224.77833
Kepler-24,Kepler-24 c,12.33
TOI-6002,TOI-6002 b,10.904821
HAT-P-33,HAT-P-33 b,3.47447
Kepler-390,Kepler-390 c,13.060022
HD 95089,HD 95089 b,464.4
Kepler-627,Kepler-627 b,40.6994443
HD 113538,HD 113538 b,663.2
TOI-1776,TOI-1776 b,2.799868
Kepler-1698,Kepler-1698 b,1.2107
Kepler-688,Kepler-688 b,3.895936844
Kepler-139,Kepler-139 e,2047.635373
K2-195,K2-195 b,15.852975
WASP-132,WASP-132 c,1.01153624
Kepler-402,Kepler-402 b,4.028751
Kepler-344,Kepler-344 b,21.963945
Kepler-1935,Kepler-1935 b,3.951400042
Kepler-1375,Kepler-1375 b,3.3004192
Kepler-1321,Kepler-1321 c,2.226491086
Kepler-670,Kepler-670 b,2.816504852
GJ 238,GJ 238 b,1.7446999
EPIC 206024342,EPIC 206024342 b,4.50756
Kepler-1688,Kepler-1688 b,5.62012
Kepler-1891,Kepler-1891 b,4.02229023
HD 160691,HD 160691 d,9.6392
Kepler-985,Kepler-985 b,116.331901
HD 89744,HD 89744 b,256.78
Kepler-326,Kepler-326 d,6.766888
Kepler-84,Kepler-84 d,4.224537
Kepler-767,Kepler-767 b,161.5280101
Kepler-1182,Kepler-1182 b,11.17394617
TOI-700,TOI-700 e,27.80978
Kepler-1456,Kepler-1456 b,18.1373829
Kepler-1363,Kepler-1363 b,2.94194094
K2-169,K2-169 b,6.380803
WASP-197,WASP-197 b,5.167228
Kepler-1997,Kepler-1997 b,26.7575866
Kepler-224,Kepler-224 b,3.132924
Kepler-235,Kepler-235 b,3.340222
Kepler-236,Kepler-236 c,23.968127
Kepler-1911,Kepler-1911 b,5.990799904
HD 13167,HD 13167 b,2613.0
HD 56957,HD 56957 b,5859.08992
Kepler-953,Kepler-953 c,9.10967112
Kepler-205,Kepler-205 b,2.75564
Kepler-38,Kepler-38 b,105.599
Kepler-1494,Kepler-1494 b,91.080482
HD 148164,HD 148164 c,5062.0
K2-347,K2-347 b,7.187257
TOI-5153,TOI-5153 b,20.33003
BD+15 2940,BD+15 2940 b,137.48
Kepler-937,Kepler-937 c,153.343364
Kepler-1795,Kepler-1795 b,13.36019993
Kepler-251,Kepler-251 e,99.640161
HD 112570,HD 112570 b,2615.0
Kepler-1604,Kepler-1604 b,0.683684256
K2-44,K2-44 b,5.657
HD 212301,HD 212301 b,2.24571
Kepler-1213,Kepler-1213 b,5.34982412
HD 7924,HD 7924 d,24.451
HD 161178,HD 161178 b,279.3
Kepler-1238,Kepler-1238 b,4.14787559
HD 184010,HD 184010 d,836.4
MOA-2011-BLG-293L,MOA-2011-BLG-293L b,3000.0
TOI-1736,TOI-1736 b,7.073076
Kepler-1947,Kepler-1947 b,6.963630199
Kepler-1568,Kepler-1568 b,20.925392
Kepler-1453,Kepler-1453 b,47.1611696
ups And,ups And b,4.617033
HD 42813,HIP 29442 d,6.429575
TOI-4010,TOI-4010 d,14.70886
WASP-158,WASP-158 b,3.656333
TOI-849,TOI-849 b,0.765548
Kepler-825,Kepler-825 b,3.77360059
Kepler-1233,Kepler-1233 b,45.1263042
Kepler-1481,Kepler-1481 b,5.94220998
Kepler-285,Kepler-285 b,2.633867
Kepler-1076,Kepler-1076 b,6.14727918
TOI-6255,TOI-6255 b,0.23818244
Kepler-328,Kepler-328 c,71.312
Kepler-311,Kepler-311 d,232.040326
TOI-1794,TOI-1794 b,8.765528
TOI-1669,TOI-1669 b,500.0
HD 159243,HD 159243 c,248.4
HAT-P-46,HAT-P-46 b,4.463129
Kepler-67,Kepler-67 b,15.7259
GJ 667 C,GJ 667 C c,28.14
HD 73526,HD 73526 c,379.1
HATS-5,HATS-5 b,4.763387
bet Cnc,bet Cnc b,605.2
GJ 667 C,GJ 667 C e,62.24
Kepler-415,Kepler-415 c,8.708
Kepler-416,Kepler-416 b,6.319
CoRoT-2,CoRoT-2 b,1.7429935
DP Leo,DP Leo b,10220.0
HAT-P-17,HAT-P-17 c,5584.0
Kepler-415,Kepler-415 b,4.176
Kapteyn,Kapteyn c,121.54
Kepler-77,Kepler-77 b,3.57878087
Kepler-197,Kepler-197 d,15.677563
HIP 105854,HIP 105854 b,184.2
V0391 Peg,V0391 Peg b,1170.0
HAT-P-27,HAT-P-27 b,3.039577
WASP-75,WASP-75 b,2.484193
Kepler-259,Kepler-259 c,36.924931
Kepler-148,Kepler-148 c,4.180043
TOI-1408,TOI-1408 c,2.1664
GJ 1132,GJ 1132 b,1.62892911
Kepler-165,Kepler-165 c,15.31299
Kepler-69,Kepler-69 c,242.4613
NN Ser,NN Ser c,5573.55
HAT-P-42,HAT-P-42 b,4.641878
Kepler-216,Kepler-216 b,7.693641
Kepler-65,Kepler-65 d,8.13123
Kepler-65,Kepler-65 c,5.859944
Kepler-289,Kepler-289 d,66.0282
Kepler-289,Kepler-289 c,125.8723
Kepler-561,Kepler-561 b,58.3620495
91 Aqr,91 Aqr b,181.4
tau Gem,tau Gem b,305.5
GJ 163,GJ 163 c,25.63058
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,246.36
Kepler-289,Kepler-289 b,34.5383
HIP 63242,HIP 63242 b,124.6
Kepler-57,Kepler-57 b,5.72
Kepler-338,Kepler-338 b,13.726976
Kepler-24,Kepler-24 b,8.14
Kepler-23,Kepler-23 b,7.1
TOI-1408,TOI-1408 b,4.42587
Kepler-116,Kepler-116 c,13.07163
Kepler-1550,Kepler-1550 b,225.582809
Kepler-266,Kepler-266 b,6.61833
Kepler-270,Kepler-270 b,11.476094
Kepler-183,Kepler-183 b,5.687945
Kepler-280,Kepler-280 c,4.807091
Kepler-155,Kepler-155 b,5.931194
Kepler-300,Kepler-300 c,40.714955
Kepler-214,Kepler-214 b,15.660544
Kepler-341,Kepler-341 c,8.01041
Kepler-330,Kepler-330 c,15.955387
Kepler-292,Kepler-292 e,11.97901
Kepler-295,Kepler-295 b,12.645164
Kepler-298,Kepler-298 b,10.475464
Kepler-225,Kepler-225 b,6.738975
Kepler-329,Kepler-329 c,18.684737
Kepler-298,Kepler-298 c,22.92881
Kepler-300,Kepler-300 b,10.446347
Kepler-286,Kepler-286 b,1.796302
Kepler-232,Kepler-232 c,11.379349
Kepler-226,Kepler-226 b,3.940997
Kepler-289,Kepler-289 e,330.0716
Kepler-279,Kepler-279 e,98.3531
Kepler-139,Kepler-139 f,355.0
Kepler-408,Kepler-408 b,2.46502
HD 191939,HD 191939 f,2898.0
Kepler-141,Kepler-141 b,3.107675
Kepler-280,Kepler-280 b,2.139542
Kepler-386,Kepler-386 c,25.193458
Kepler-222,Kepler-222 b,3.936981
Kepler-291,Kepler-291 b,3.546511
Kepler-104,Kepler-104 b,11.427548
Kepler-363,Kepler-363 d,11.932125
Kepler-384,Kepler-384 b,22.597053
Kepler-308,Kepler-308 b,9.694928
Kepler-364,Kepler-364 c,59.980627
Kepler-1330,Kepler-1330 b,10.10769068
Kepler-147,Kepler-147 b,12.610584
Kepler-717,Kepler-717 b,4.40840023
Kepler-311,Kepler-311 b,9.176092
Kepler-891,Kepler-891 b,53.44945593
Kepler-382,Kepler-382 b,5.262155
Kepler-135,Kepler-135 b,6.00253
Kepler-228,Kepler-228 b,2.566546
Kepler-1044,Kepler-1044 b,6.77408868
Kepler-371,Kepler-371 b,34.763278
Kepler-222,Kepler-222 c,10.08881
Kepler-1476,Kepler-1476 b,10.35863224
Kepler-290,Kepler-290 b,14.589347
Kepler-247,Kepler-247 b,3.33616
Kepler-251,Kepler-251 b,4.790936
Kepler-374,Kepler-374 c,3.282807
TOI-1744,TOI-1744.01,22.341702927
Kepler-294,Kepler-294 b,3.701212
Kepler-921,Kepler-921 b,51.300634
Kepler-254,Kepler-254 d,18.746477
Kepler-1610,Kepler-1610 b,8.70181574
Kepler-377,Kepler-377 c,27.014976
Kepler-261,Kepler-261 b,10.381227
Kepler-309,Kepler-309 c,105.356383
Kepler-383,Kepler-383 b,12.904532
HATS-55,HATS-55 b,4.2042001
Kepler-1158,Kepler-1158 b,13.5396293
Kepler-378,Kepler-378 b,16.092361
Kepler-123,Kepler-123 b,17.232366
Kepler-104,Kepler-104 c,23.668205
Kepler-357,Kepler-357 d,49.499875
Kepler-1479,Kepler-1479 b,14.53261362
Kepler-1904,Kepler-1904 b,4.577020168
L 98-59,L 98-59 b,2.253114
Kepler-149,Kepler-149 d,160.018032
Kepler-386,Kepler-386 b,12.31043
Kepler-331,Kepler-331 b,8.457496
Kepler-340,Kepler-340 c,22.824669
Kepler-110,Kepler-110 c,31.719775
Kepler-104,Kepler-104 d,51.755394
Kepler-273,Kepler-273 b,2.936532
L 98-59,L 98-59 e,12.8278
L 98-59,L 98-59 d,7.450729
L 98-59,L 98-59 f,23.064
Kepler-716,Kepler-716 b,10.37168453
Kepler-1826,Kepler-1826 b,1.615360022
Kepler-732,Kepler-732 b,9.467814048
Kepler-265,Kepler-265 d,43.130617
Kepler-200,Kepler-200 b,8.594805
Kepler-190,Kepler-190 c,3.763024
Kepler-875,Kepler-875 b,27.5073799
Kepler-269,Kepler-269 c,8.127899
Kepler-904,Kepler-904 b,3.021668632
Kepler-282,Kepler-282 c,13.638723
Kepler-344,Kepler-344 c,125.596809
Kepler-55,Kepler-55 e,4.617534
Kepler-909,Kepler-909 b,13.93290318
Kepler-283,Kepler-283 c,92.743711
Kepler-288,Kepler-288 d,56.633742
Kepler-398,Kepler-398 b,4.081423
Kepler-311,Kepler-311 c,19.738286
Kepler-760,Kepler-760 c,2.46697439
Kepler-10,Kepler-10 d,151.06
Kepler-10,Kepler-10 b,0.8374907
Kepler-299,Kepler-299 e,38.285489
Kepler-203,Kepler-203 d,11.32972
Kepler-201,Kepler-201 c,151.884058
Kepler-249,Kepler-249 c,7.113702
Kepler-1388,Kepler-1388 d,20.9568158
Kepler-407,Kepler-407 b,0.6693124
Kepler-142,Kepler-142 b,2.024152
Kepler-55,Kepler-55 f,10.198545
Kepler-308,Kepler-308 c,15.38231
Kepler-124,Kepler-124 b,3.410493
Kepler-400,Kepler-400 b,9.024389
Kepler-10,Kepler-10 c,45.294301
TOI-5386 A,TOI-5386 A b,3.62156552
Kepler-355,Kepler-355 b,11.03189
Kepler-316,Kepler-316 b,2.240508
Kepler-398,Kepler-398 c,11.419412
Kepler-563,Kepler-563 b,22.18432708
Kepler-357,Kepler-357 b,6.475434
Kepler-358,Kepler-358 b,34.060467
Kepler-345,Kepler-345 c,9.387427
TOI-1238,TOI-1238 b,0.764597
TOI-1238,TOI-1238 c,3.294736
Kepler-405,Kepler-405 c,29.726682
Kepler-211,Kepler-211 b,4.138575
Kepler-360,Kepler-360 c,7.186434
Kepler-282,Kepler-282 d,24.806
Kepler-325,Kepler-325 c,12.762172
Kepler-1324,Kepler-1324 b,4.115844679
Kepler-134,Kepler-134 b,5.317429
Kepler-444,Kepler-444 f,9.740486
Kepler-363,Kepler-363 b,3.614568
Kepler-366,Kepler-366 c,12.51616
Kepler-326,Kepler-326 b,2.248329
Kepler-370,Kepler-370 b,4.57953
Kepler-256,Kepler-256 b,1.620493
HAT-P-7,HAT-P-7 b,2.20474
Kepler-674,Kepler-674 b,2.243381847
Kepler-737,Kepler-737 b,28.59915399
Kepler-551,Kepler-551 b,12.3764661
Kepler-374,Kepler-374 d,5.028219
Kepler-375,Kepler-375 b,12.125934
Kepler-380,Kepler-380 c,7.630004
Kepler-118,Kepler-118 b,7.518496
Kepler-390,Kepler-390 b,6.738088
Kepler-243,Kepler-243 c,20.026218
Kepler-306,Kepler-306 e,44.840975
Kepler-382,Kepler-382 c,12.162701
Kepler-1254,Kepler-1254 d,5.72717226
Kepler-391,Kepler-391 b,7.416755
Kepler-246,Kepler-246 c,11.187161
Kepler-244,Kepler-244 c,9.767292
Kepler-387,Kepler-387 c,11.837549
Kepler-180,Kepler-180 b,13.817124
Kepler-594,Kepler-594 b,13.64618192
Kepler-292,Kepler-292 b,2.580827
Kepler-744,Kepler-744 b,12.06222443
Kepler-341,Kepler-341 e,42.473269
Kepler-1015,Kepler-1015 b,16.00494214
Kepler-758,Kepler-758 d,20.4966197
Kepler-255,Kepler-255 b,5.714606
Kepler-337,Kepler-337 b,3.292781
Kepler-301,Kepler-301 d,13.751243
Kepler-528,Kepler-528 b,19.78297415
Kepler-187,Kepler-187 b,4.938864
Kepler-224,Kepler-224 c,5.925003
Kepler-220,Kepler-220 e,45.902733
Kepler-149,Kepler-149 b,29.198943
Kepler-362,Kepler-362 b,10.327186
Kepler-365,Kepler-365 c,17.784129
Kepler-194,Kepler-194 c,17.308032
Kepler-106,Kepler-106 e,43.8445
Kepler-372,Kepler-372 b,6.849692
Kepler-152,Kepler-152 b,18.207973
Kepler-243,Kepler-243 b,5.715442
Kepler-228,Kepler-228 d,11.094286
Kepler-378,Kepler-378 c,28.906009
Kepler-198,Kepler-198 b,17.790037
Kepler-207,Kepler-207 d,5.868075
Kepler-118,Kepler-118 c,20.17202
Kepler-406,Kepler-406 b,2.42629
Kepler-97,Kepler-97 b,2.58664
Kepler-146,Kepler-146 b,31.158799
Kepler-244,Kepler-244 b,4.311792
Kepler-208,Kepler-208 b,4.22864
Kepler-181,Kepler-181 c,4.302149
Kepler-228,Kepler-228 c,4.134444
Kepler-406,Kepler-406 c,4.62332
TOI-178,TOI-178 b,1.914558
Kepler-147,Kepler-147 c,33.416423
Kepler-144,Kepler-144 b,5.885273
Kepler-182,Kepler-182 c,20.684342
Kepler-197,Kepler-197 c,10.349695
Kepler-156,Kepler-156 b,4.973456
Kepler-700,Kepler-700 b,80.8720639
Kepler-150,Kepler-150 c,7.381998
Kepler-248,Kepler-248 c,16.239494
Kepler-1962,Kepler-1962 b,7.991459846
Kepler-146,Kepler-146 c,76.732171
Kepler-853,Kepler-853 b,7.16892463
Kepler-274,Kepler-274 b,11.634788
Kepler-174,Kepler-174 b,13.98179
Kepler-1562,Kepler-1562 b,64.2737752
Kepler-150,Kepler-150 d,12.56093
CoRoT-22,CoRoT-22 b,9.75598
WASP-104,WASP-104 b,1.7554137
CoRoT-24,CoRoT-24 c,11.759
Kepler-663,Kepler-663 b,4.99678284
KOI-1257,KOI-1257 b,86.647661
XO-2 S,XO-2 S c,120.8
Kepler-188,Kepler-188 c,5.996553
Kepler-196,Kepler-196 c,47.427737
Kepler-247,Kepler-247 d,20.477912
Kepler-135,Kepler-135 c,11.448708
Kepler-1028,Kepler-1028 b,2.51462432
Kepler-169,Kepler-169 e,13.767102
Kepler-557,Kepler-557 b,3.705989551
Kepler-214,Kepler-214 c,28.7798
Kepler-149,Kepler-149 c,55.328328
Kepler-154,Kepler-154 e,3.93276465
Kepler-340,Kepler-340 b,14.844387
Kepler-882,Kepler-882 b,3.989539666
Kepler-254,Kepler-254 b,5.826662
Kepler-257,Kepler-257 c,6.581484
Kepler-174,Kepler-174 c,44.000529
Kepler-192,Kepler-192 c,21.2234
Kepler-169,Kepler-169 b,3.250619
Kepler-169,Kepler-169 f,87.090195
Kepler-218,Kepler-218 c,44.699576
Kepler-106,Kepler-106 c,13.5708
Kepler-94,Kepler-94 c,820.3
Kepler-93,Kepler-93 c,1460.0
Kepler-171,Kepler-171 d,39.595519
Kepler-174,Kepler-174 d,247.35373
Kepler-347,Kepler-347 c,27.320871
Kepler-348,Kepler-348 c,17.265427
Kepler-193,Kepler-193 b,11.38848
Kepler-97,Kepler-97 c,789.0
Kepler-191,Kepler-191 b,9.939632
Kepler-1778,Kepler-1778 b,10.08740044
Kepler-217,Kepler-217 c,8.586004
Kepler-208,Kepler-208 e,16.259458
Kepler-636,Kepler-636 b,16.080661147
KOI-7892,KIC 8540376 c,75.2
KIC 10525077,KIC 10525077 b,854.083
XO-5,XO-5 b,4.1877558
HD 130322,HD 130322 b,10.70871
K2-15,K2-15 b,11.8104
K2-17,K2-17 b,17.96753
KIC 9663113,KIC 9663113 b,572.3847
HD 32963,HD 32963 b,2372.0
Kepler-1392,Kepler-1392 b,15.1410397
HD 50554,HD 50554 b,1293.0
GJ 3341,GJ 3341 b,14.207
WASP-20,WASP-20 b,4.8996284
Kepler-447,Kepler-447 b,7.79430132
HAT-P-1,HAT-P-1 b,4.46529976
HATS-14,HATS-14 b,2.7667641
K2-9,K2-9 b,18.4498
HD 1666,HD 1666 b,270.0
HD 67087,HD 67087 b,352.2
51 Eri,51 Eri b,11688.0
HD 5583,HD 5583 b,139.35
HD 10180,HD 10180 h,2205.0
Kepler-801,Kepler-801 b,11.41928253
Kepler-236,Kepler-236 b,8.295611
Kepler-568,Kepler-568 b,11.02347475
Kepler-296,Kepler-296 c,5.8416366
K2-10,K2-10 b,19.3044
Pr0211,Pr0211 c,4850.0
Kepler-436,Kepler-436 b,64.00205
Kepler-296,Kepler-296 e,34.14211
Kepler-296,Kepler-296 f,63.33627
KELT-6,KELT-6 c,1276.0
HD 220842,HD 220842 b,218.47
HIP 109600,HIP 109600 b,232.08
Kepler-443,Kepler-443 b,177.6693
Kepler-437,Kepler-437 b,66.65062
Kepler-1036,Kepler-1036 b,122.8808058
Kepler-8,Kepler-8 b,3.5224991
Kepler-438,Kepler-438 b,35.23319
Kepler-439,Kepler-439 b,178.1396
Kepler-1003,Kepler-1003 b,3.554856915
tau Boo,tau Boo b,3.3124568
Kepler-43,Kepler-43 b,3.0240949
HD 141399,HD 141399 e,5000.0
HD 141399,HD 141399 d,1069.8
HD 113538,HD 113538 c,1818.0
HD 564,HD 564 b,492.3
HAT-P-54,HAT-P-54 b,3.799847
Kepler-76,Kepler-76 b,1.5449298
WASP-42,WASP-42 b,4.9816819
HD 108341,HD 108341 b,1129.0
TrES-5,TrES-5 b,1.48224686
Kepler-432,Kepler-432 c,406.2
Kepler-5,Kepler-5 b,3.5484657
HD 141399,HD 141399 c,201.99
Kepler-432,Kepler-432 b,52.501129
HD 7924,HD 7924 c,15.299
WASP-41,WASP-41 c,421.0
Kepler-424,Kepler-424 c,223.3
Kepler-422,Kepler-422 b,7.8914483
WASP-57,WASP-57 b,2.83891856
HAT-P-50,HAT-P-50 b,3.1220109
Kepler-424,Kepler-424 b,3.3118644
Kepler-427,Kepler-427 b,10.290994
HD 128311,HD 128311 c,921.538
HD 128311,HD 128311 b,453.019
Kepler-449,Kepler-449 c,33.6727
HAT-P-52,HAT-P-52 b,2.7535953
HD 1461,HD 1461 c,13.5052
Kepler-425,Kepler-425 b,3.79701816
WASP-70 A,WASP-70 A b,3.7130203
Kepler-75,Kepler-75 b,8.8849116
Kepler-449,Kepler-449 b,12.58242
Kepler-92,Kepler-92 d,49.3568
HD 175607,HD 175607 b,29.01
HD 219134,HD 219134 g,94.2
Kepler-74,Kepler-74 b,7.340711
Kepler-444,Kepler-444 b,3.6001053
WASP-135,WASP-135 b,1.4013794
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,4927.5
Qatar-2,Qatar-2 b,1.33711647
Kepler-444,Kepler-444 e,7.743493
HIP 107773,HIP 107773 b,144.3
Kepler-430,Kepler-430 b,35.968
Kepler-874,Kepler-874 b,40.0686727
Kepler-876,Kepler-876 b,5.14438011
Kepler-780,Kepler-780 b,0.677375164
Kepler-802,Kepler-802 b,40.0587473
Kepler-799,Kepler-799 b,133.4605235
Kepler-872,Kepler-872 b,2.578855068
Kepler-870,Kepler-870 b,21.3587621
K2-30,K2-30 b,4.098503
Kepler-851,Kepler-851 b,8.50699658
Kepler-798,Kepler-798 b,13.71933369
Kepler-797,Kepler-797 b,27.07237711
Kepler-869,Kepler-869 b,40.4287755
Kepler-868,Kepler-868 b,5.03251791
Kepler-477,Kepler-477 b,11.11990653
Kepler-847,Kepler-847 b,2.343231895
Kepler-795,Kepler-795 b,29.6193421
Kepler-796,Kepler-796 b,6.40087618
Kepler-753,Kepler-753 b,5.747725012
Kepler-866,Kepler-866 b,2.617032536
Kepler-867,Kepler-867 b,150.242127
Kepler-865,Kepler-865 b,14.16399294
Kepler-754,Kepler-754 b,14.5596237
Kepler-748,Kepler-748 b,7.40742793
Kepler-793,Kepler-793 b,4.24153639
Kepler-792,Kepler-792 b,11.30119217
Kepler-863,Kepler-863 b,15.59461874
Kepler-752,Kepler-752 b,18.82747265
Kepler-766,Kepler-766 b,6.10027804
Kepler-841,Kepler-841 b,124.4198398
Kepler-790,Kepler-790 b,13.73469807
Kepler-861,Kepler-861 b,3.949631375
Kepler-860,Kepler-860 b,5.101379454
Kepler-773,Kepler-773 b,3.749100061
Kepler-774,Kepler-774 b,11.0895723
Kepler-837,Kepler-837 b,16.56059504
Kepler-897,Kepler-897 b,8.0472642
Kepler-769,Kepler-769 b,7.42608998
Kepler-836,Kepler-836 b,11.36112327
Kepler-465,Kepler-465 b,9.940672466
Kepler-484,Kepler-484 b,10.045569313
Kepler-890,Kepler-890 b,52.75875577
Kepler-892,Kepler-892 b,13.7521072
Kepler-765,Kepler-765 b,27.6655226
Kepler-784,Kepler-784 b,31.5922646
Kepler-785,Kepler-785 b,1.973760926
Kepler-831,Kepler-831 b,5.62153941
Kepler-893,Kepler-893 b,6.33855761
Kepler-894,Kepler-894 b,9.803224
Kepler-781,Kepler-781 b,13.2140732
Kepler-824,Kepler-824 b,4.51436633
Kepler-823,Kepler-823 b,4.16809082
Kepler-746,Kepler-746 b,3.48159251
Kepler-822,Kepler-822 b,3.222969273
KIC 9663113,Kepler-458 c,20.74028413
Kepler-827,Kepler-827 b,51.92927591
Kepler-471,Kepler-471 b,5.014234575
Kepler-819,Kepler-819 b,33.1995648
Kepler-818,Kepler-818 b,10.035385814
Kepler-886,Kepler-886 b,6.24146367
KELT-17,KELT-17 b,3.0801716
WASP-92,WASP-92 b,2.1746742
Kepler-755,Kepler-755 b,1.269090374
Kepler-816,Kepler-816 b,10.506825646
Kepler-815,Kepler-815 b,8.57503552
Kepler-852,Kepler-852 b,44.9309804
WASP-93,WASP-93 b,2.7325321
WASP-118,WASP-118 b,4.0460435
Kepler-758,Kepler-758 b,12.1097104
Kepler-502,Kepler-502 b,4.28686431
Kepler-813,Kepler-813 b,19.12947337
Kepler-812,Kepler-812 b,10.11716531
Kepler-883,Kepler-883 b,12.98495573
HAT-P-66,HAT-P-66 b,2.972086
Kepler-760,Kepler-760 b,8.70419416
Kepler-474,Kepler-474 b,5.660672935
Kepler-811,Kepler-811 b,23.58447697
Kepler-810,Kepler-810 b,4.59725385
HD 42618,HD 42618 b,149.61
Kepler-768,Kepler-768 b,11.3910025
Kepler-775,Kepler-775 b,0.974868926
Kepler-463,Kepler-463 b,8.981016833
Kepler-878,Kepler-878 b,25.9422033
Kepler-877,Kepler-877 b,18.45847097
Kepler-778,Kepler-778 b,3.75574426
Kepler-908,Kepler-908 b,1.340597468
Kepler-911,Kepler-911 b,20.310501
Kepler-975,Kepler-975 b,1.970342457
Kepler-995,Kepler-995 b,28.26731672
Kepler-1008,Kepler-1008 b,12.43931193
Kepler-1045,Kepler-1045 b,26.41045478
Kepler-912,Kepler-912 b,2.534756273
Kepler-913,Kepler-913 b,10.29672521
Kepler-1042,Kepler-1042 b,10.13202575
Kepler-1026,Kepler-1026 b,36.5156053
Kepler-963,Kepler-963 b,9.97683705
Kepler-1041,Kepler-1041 b,24.7576421
Kepler-910,Kepler-910 b,2.364369015
Kepler-1017,Kepler-1017 b,7.23400469
Kepler-1018,Kepler-1018 b,49.1013514
Kepler-1030,Kepler-1030 b,19.32952416
Kepler-997,Kepler-997 b,2.707306716
Kepler-915,Kepler-915 b,4.59489604
Kepler-955,Kepler-955 b,14.53244172
Kepler-964,Kepler-964 b,13.5225106
Kepler-1007,Kepler-1007 b,5.185002073
Kepler-968,Kepler-968 b,3.692983728
Kepler-966,Kepler-966 b,99.747622
Kepler-925,Kepler-925 b,33.8678531
Kepler-924,Kepler-924 b,61.0370117
Kepler-987,Kepler-987 b,105.3033148
Kepler-958,Kepler-958 b,9.7678805
Kepler-1062,Kepler-1062 b,9.30412078
Kepler-1061,Kepler-1061 b,2.757982666
Kepler-927,Kepler-927 b,9.1149903
Kepler-926,Kepler-926 b,52.0688601
Kepler-1029,Kepler-1029 b,4.417696479
Kepler-996,Kepler-996 b,3.770590584
Kepler-948,Kepler-948 b,7.76846622
Kepler-962,Kepler-962 b,12.05707239
Kepler-1120,Kepler-1120 b,2.949029052
Kepler-1119,Kepler-1119 b,8.3265153
Kepler-931,Kepler-931 b,8.03755877
Kepler-929,Kepler-929 b,0.921032135
Kepler-1059,Kepler-1059 b,3.764191048
Kepler-479,Kepler-479 b,12.49341307
Kepler-1116,Kepler-1116 b,41.6977827
Kepler-933,Kepler-933 b,14.20443009
Kepler-934,Kepler-934 b,55.6738309
Kepler-952,Kepler-952 b,130.3546919
Kepler-979,Kepler-979 b,8.0880135
Kepler-1117,Kepler-1117 b,4.79028459
Kepler-1063,Kepler-1063 b,14.07971466
Kepler-935,Kepler-935 b,4.88083852
Kepler-936,Kepler-936 b,10.56134221
Kepler-977,Kepler-977 b,26.85328322
Kepler-960,Kepler-960 b,3.12686223
Kepler-976,Kepler-976 b,105.9564148
Kepler-1112,Kepler-1112 b,14.36267939
Kepler-1114,Kepler-1114 b,14.97435694
Kepler-939,Kepler-939 b,14.878296
Kepler-937,Kepler-937 b,67.668827
Kepler-1006,Kepler-1006 b,19.76172042
Kepler-900,Kepler-900 b,6.9913086
Kepler-940,Kepler-940 b,59.6225257
Kepler-941,Kepler-941 b,17.42395198
Kepler-905,Kepler-905 b,5.082746517
Kepler-902,Kepler-902 b,40.1099547
Kepler-918,Kepler-918 b,4.85386933
Kepler-917,Kepler-917 b,2.970414375
Kepler-310,Kepler-310 c,56.47542
Kepler-473,Kepler-473 b,14.55731705
Kepler-1000,Kepler-1000 b,120.0181272
Kepler-1037,Kepler-1037 b,1.063788673
Kepler-466,Kepler-466 c,3.709213846
